スレ数,ID,コメント,投稿時刻
620,ID:/FkGJjFU0,>>619  動くな,2018/11/19 0:47:26
621,ID:mMP3vttA0,ため息のごとく発せられるんなぁの息もれがセクシー、ﾄﾞｼｶﾞﾀッ！,2018/11/19 0:59:48
622,ID:lCWBK254M,んなぁ～  https://twitter.com/amari_doubutu/status/1063963833688039430  https://twitter.com/5chan_nel (5ch newer account),2018/11/19 1:02:58
623,ID:XeGIwpQ70,また休日が明けて辛い月曜日だというのに、  レグで我慢できなくなってこんな時間にぬこぬこしちゃったよ  死にたいなあ,2018/11/19 3:32:35
624,ID:iSPjlVdo0,>>624  どしがたい！,2018/11/19 4:45:31
625,ID:3GhDty8na,>>624  https://i.imgur.com/BFKcLrE.jpg,2018/11/19 5:19:12
626,ID:DrS3oLBg0,んなぁ？！明日更新………………だと良いなぁ……,2018/11/19 7:14:19
627,ID:I8gMkayQ0,おい！つくしいま生放送で絵ェ描いてんじゃねえかどういうことだ！！！？あぁ～、成れ果てるゥ～,2018/11/19 7:29:05
628,ID:+AeTQWD70,死にそうになってるしつらそうで聞いてられない,2018/11/19 7:41:44
629,ID:DrS3oLBg0,>>628  ん゛な゛あ゛あ゛あ゛あ゛あ゛あ゛あ゛あ゛あ゛ぁぁぁぁぁぁぁぁ！！！,2018/11/19 7:42:25
630,ID:+AeTQWD70,>>627  ついさっき、フォトショが落ちてたし  あの感じで明日だの明後日だので更新は無理だろう…,2018/11/19 7:44:24
631,ID:hI7XaHp90,つくし卿ってどこのサイトで配信してんの？  ニコニコ？,2018/11/19 7:48:56
632,ID:HU9/RhC0a,10日の更新の時に進捗50%って言ってたしダメみたいですね,2018/11/19 7:51:11
633,ID:b1ik6evH0,まああああああああああああああああ！,2018/11/19 7:51:30
634,ID:hBudLyQo0,>>632  ニコニコでユーザー名デュクシね,2018/11/19 7:53:58
635,ID:Mc6Cg423d,つくし卿最近辛そうね,2018/11/19 8:12:03
636,ID:hBudLyQo0,しかし何の作業してるのか見てても全くわからん・・・。  これもうアナログだよとか聞こえたけどほんと大丈夫かな,2018/11/19 8:13:21
637,ID:iRbpTAZhd,残りの肉電球は誰のなんだろ,2018/11/19 8:23:43
638,ID:4vrrnyUR0,すべて私ですよ,2018/11/19 8:54:59
639,ID:fu0DDrao0,自分で自分を監視していくのか…（困惑）,2018/11/19 9:00:00
640,ID:/FkGJjFU0,>100%の苦痛と成分表に表記されない微量の何かで構成された原稿…  >あと少しなんだ…   頑張れつくし卿…！,2018/11/19 9:03:41
641,ID:b1ik6evH0,負けないで！つくし卿！,2018/11/19 9:15:24
642,ID:JzdP9rXS0,つくキュアー！がんばぇー！,2018/11/19 9:18:16
643,ID:fx3IgEqaa,つくし卿がんぼっぷ！,2018/11/19 9:31:35
644,ID:DbUe2Xqa0,>>638  いぇぷの生存もモニターしてるしカートリッジもいるし新しい素材も輸入してるだろうし  消えた端から補充してるイメージ  「おや、プルシュカの肉電球が消えてますね。おめでとうリコ」,2018/11/19 10:28:55
645,ID:d9g89tYqd,もう10巻ぐらいかな  早くしてね,2018/11/19 10:42:56
646,ID:aFGl69OaM,これは間違いなくゾアホアンブラハンズが足りてないぞ誰か身を捧げてこい,2018/11/19 12:03:56
647,ID:i7RnMvF20,うおー！待っていろつくし卿ー！    さお・・・はぶ,2018/11/19 12:25:28
648,ID:QfphtQ/md,水キノコを使うんだ！,2018/11/19 12:53:32
649,ID:DbUe2Xqa0,お前の水キノコを見せてやれば元気になるかもしれないぜ,2018/11/19 13:00:02
650,ID:fu0DDrao0,えっ！？俺の水キノコを！？,2018/11/19 14:05:23
651,ID:73fSuFq+d,できらぁ！,2018/11/19 14:12:24
652,ID:hE7g7c4wM,プルシュカの肉電球は消えてるのかなぁ  それともリコといる限りは点いたままなのかな,2018/11/19 14:12:42
653,ID:DNmaasnA0,レグの腕って切れてても普通に動かせるし感覚まで残ってるみたいだからとりあえず切れた部分に紐なり接着剤なりでくくりつけとけばそれなりに使えるんじゃないかと思えてならない,2018/11/19 14:49:24
654,ID:6GPHdxqD0,明日には期待しとるぞ！,2018/11/19 15:03:40
655,ID:a4UclJoga,>>654  リコさんにぎゅってされた感覚も伝わってるのか  いいね！,2018/11/19 15:05:18
656,ID:uNAQw7CAd,たしかにその通りだ。ナナチは生身の縫合とか出来ても機械はダメなのかね,2018/11/19 15:06:20
657,ID:9iwx/OMB0,切断面は固まっているというけど  もう一度血が出るとこまで削ってピタッとくっつけたら案外くっつきそう,2018/11/19 15:10:45
658,ID:fZCb/5xjr,血が接着剤みたいなもんなのかな,2018/11/19 15:12:46
659,ID:hE7g7c4wM,更新の夜明けを迎えたい皆さんは  さあ、一歩前へ,2018/11/19 15:23:38
660,ID:pKC54yjQd,おまえ  もしかして  まだ   明日更新があるとでも  思ってるんじゃないかね？,2018/11/19 15:30:24
661,ID:G44eErDXd,それでも更新への憧れは止められねーんだ,2018/11/19 15:38:07
662,ID:SD/S+DKRH,次の10日に踏み入る準備はもう出来ていますか,2018/11/19 15:39:48
663,ID:9iwx/OMB0,更新を前にすると予防線を張っておくという悲しい性が出てしまうね  でも更新されようがされまいが成れ果てる事に変わりはないんだ,2018/11/19 15:40:00
664,ID:u+wM4RHw0,んなぁ！明日更新じゃん！,2018/11/19 15:40:42
665,ID:fu0DDrao0,そうだよ（便乗）,2018/11/19 15:43:31
666,ID:/FkGJjFU0,明日は更新日ですよ（更新されるとは言ってない）,2018/11/19 15:46:17
667,ID:6IhN5bj2p,シュレディンガーの更新日,2018/11/19 16:59:41
668,ID:l6J1T1s/0,明日でちょうど二ヶ月なんですよね？  つくし卿スランプ気味なのかも,2018/11/19 17:04:45
669,ID:Da8aNRi40,今日の配信では「脱稿したら針治療に行きたい」とは言ってたかな,2018/11/19 17:17:15
670,ID:l6J1T1s/0,脱肛したのかと思った,2018/11/19 17:19:27
671,ID:+DVhJW22d,便秘→痔→脱肛のコンボ辛い  漫画家だと良くありそうだけど,2018/11/19 17:27:04
672,ID:7FBjuobsp,今日の時点で脱稿してないのか...,2018/11/19 17:30:15
673,ID:qIIhS7BV0,配信があるから生存確認ができるのはよかった  大抵音沙汰なくなるからなぁ,2018/11/19 17:35:32
674,ID:NxsPIAzM0,深夜のつくしボイスで安らかに眠れたよ,2018/11/19 17:38:47
675,ID:ulB0j3Mdd,アビス時間で執筆しておられるのだ,2018/11/19 17:40:44
676,ID:9iwx/OMB0,脱稿という言葉が出たならもう終わりが見えてるし先の予定を考える余裕があるって事…だよね  今夜最終仕上げして原稿を送信…と信じたい,2018/11/19 17:43:32
677,ID:HgqvfSeh0,多少誤字があっても良いのよ、汲み取るから,2018/11/19 18:02:44
678,ID:n2gY31vLa,脱肛？,2018/11/19 18:03:28
679,ID:/L1IHaLx0,辛いもん好きだから切れるだけでも地獄だろ,2018/11/19 18:14:09
680,ID:rm9xZC5Dp,脱肛ナナチ,2018/11/19 18:49:51
681,ID:4qZKEAPQ0,脱肛するまであと3ヶ月はかかるだろう,2018/11/19 18:52:14
682,ID:JzdP9rXS0,脱肛…つまり後ろアビス領域が外部に拡張＝2000年問題の暗喩ですね！？,2018/11/19 19:01:25
683,ID:tO4tuQyb0,たのしみだなぁ,2018/11/19 19:08:18
684,ID:fu0DDrao0,アナルローズ？（難聴）,2018/11/19 19:19:15
685,ID:bbjA5DPMa,どこをどう聴き間違えたんですかね…,2018/11/19 19:54:53
686,ID:aFGl69OaM,しんどいって言いながらアビス描いてるんやったらいつもより3倍増しくらいでしんどい展開になりそう^^いいね,2018/11/19 20:05:58
687,ID:ATKYhqCra,>>687  ついにリコさんカタワか,2018/11/19 20:07:04
688,ID:livUVEh60,もうエロコさんの暗い顔と38の文字には見飽きたよ～,2018/11/19 20:11:06
689,ID:imFqYkvtd,>>689  なんてこった…更新負荷を掛け過ぎて幻覚が見てやがる………,2018/11/19 20:14:36
690,ID:62N+qORRx,配信ってなに？  今何か配信されてるの？,2018/11/19 20:21:42
691,ID:KV1X0QOs0,つくし卿の原稿配信やってんじゃないかな,2018/11/19 20:22:49
692,ID:8ow9WQWW0,おねがいします  明日が僕の命日なんです   明日見れなかったら永遠に見えないんですおねがいします,2018/11/19 21:13:42
693,ID:/FkGJjFU0,>>693  誕生日おめでとう  さあ次の2000年に踏み入る準備は整いました、共に夜明けを見届けましょう,2018/11/19 21:30:01
694,ID:gbiq8vNj0,プルシュカが自室に鍵締めてチクニーしてる疑惑があるんだが。,2018/11/19 21:34:03
695,ID:BGJfjrK40,プルシュカはかわいいなあ,2018/11/19 21:57:06
696,ID:B0f5JQVf0,この漫画全然更新されねーな本当  やる気あんのかー,2018/11/19 22:02:42
697,ID:zwzwkfQF0,更新されないも何もあと数時間で更新だから,2018/11/19 22:12:38
698,ID:ku+gnvdv0,アニメ落ち着いたら半年くらい療養した方がいいんじゃなかろうか,2018/11/19 22:16:54
699,ID:zwzwkfQF0,そうだね  療養地で愛らしい少年達と戯れてくるといい,2018/11/19 22:19:36
700,ID:J6PfevGwa,子持ちの読者が息子の運動会のビデオでも送ってやればいいんじゃないかな,2018/11/19 22:20:56
701,ID:livUVEh60,みんな本格的にワクワクしてきたな？  明日こそくる気配なのを感じるぞ！,2018/11/19 22:37:49
702,ID:I8gMkayQ0,更新の霊圧が……消えた……！？,2018/11/19 22:40:03
703,ID:J6PfevGwa,それは期待という名の幻想だ  三層の幻覚と何も変わらぬ,2018/11/19 22:40:05
704,ID:b1ik6evH0,んなぁ...残酷だなぁ...,2018/11/19 22:44:30
705,ID:zwzwkfQF0,まぁオイラ明日忙しいし10日後でいいよ,2018/11/19 22:46:08
706,ID:F5udw3K40,メヤァ,2018/11/19 22:56:25
707,ID:/FkGJjFU0,ワクワクを思い出すんだ！,2018/11/19 22:59:56
708,ID:FN+v7chca,つくし卿が最新話を産むまであと10月10日,2018/11/19 23:01:24
709,ID:S1ryUMpa0,キモイルカは成れ果てで元人間だった…？,2018/11/19 23:01:53
710,ID:b1ik6evH0,んなんなんなんなんなあああああああああ！,2018/11/19 23:23:15
711,ID:LJV43yYWp,断じてんなぁ！,2018/11/19 23:26:05
712,ID:tO4tuQyb0,きときとしてきた,2018/11/19 23:27:42
713,ID:dD8s0/HS0,明日何時に更新かな？   ジュースとお菓子を用意して正座しながらじっくりと読もうと楽しみにしてる,2018/11/19 23:31:10
714,ID:vN79gSPA0,今日配信があったのに明日更新するわけない  焼却,2018/11/19 23:42:56
715,ID:dD8s0/HS0,11/20、12/10、12/20で49話は前・中・後編であってくれ,2018/11/19 23:46:49
716,ID:0WcifMnw0HAPPY,更新まああああああああああああああ？,2018/11/20 0:02:13
717,ID:XrRlRWUW0HAPPY,んなぁ！？10日後更新日じゃん！！,2018/11/20 0:03:07
718,ID:1dGZoB+B0HAPPY,速く続き見たいけど速度重視でクオリティ落ちる方が嫌なのでじっくりやって良いぞ,2018/11/20 0:13:11
719,ID:Hs87kabG0HAPPY,更新は早くて30日だろうな   来月の,2018/11/20 0:19:43
720,ID:nxOqBl23pHAPPY,さぁ...新年を迎えましょう...,2018/11/20 0:22:50
721,ID:sp6uSbf10HAPPY,更新が来ても来なくてもまた次の更新を待つことになる,2018/11/20 0:35:24
722,ID:g/dr15qdaHAPPY,>>626  本気で引いてて可哀想,2018/11/20 0:49:45
723,ID:3AE+SfUT0HAPPY,更新は30日かあ  来年の,2018/11/20 0:57:03
724,ID:h6xpN/LBKHAPPY,その時誰もまだあれが平成最後の更新だとは気がついていなかったのだ…,2018/11/20 0:58:23
725,ID:3zWjbMYd0HAPPY,年内にはあるはず…あるかな…あるよね…？,2018/11/20 0:59:51
726,ID:cW0lNAaf0HAPPY,更新っていつも朝10時過ぎとかじゃないのか？  2週間前にアニメ見て原作一気読みしたばっかりだから先々月の事は知らないけど,2018/11/20 1:04:44
727,ID:lIY+RMti0HAPPY,例え今日更新がきたとしても、翌日にはまた更新を求める  それが欲の塊の成れ果てたちだよ。,2018/11/20 1:04:51
728,ID:fxoJleh80HAPPY,んなぁ！今日更新じゃん？,2018/11/20 1:57:53
729,ID:f9+GYyHz0HAPPY,いつまでも待ち続けるといいよ,2018/11/20 2:19:42
730,ID:NhVa2YSGdHAPPY,冨樫より遅くてつまらないとかw  漫画家やめろw,2018/11/20 4:57:02
731,ID:18dgENfAdHAPPY,>>731  貴方は押し付けられる側です  頑張って耐えて下さい,2018/11/20 6:01:09
732,ID:U2Jimvr30HAPPY,可愛さ余って憎さ数千倍ですね、わかります,2018/11/20 6:20:03
733,ID:HC2amw6k0HAPPY,>>731  冨樫の方がつまらないから冨樫が辞めなきゃいけなくなるね  レベルEがピークだった,2018/11/20 6:23:11
734,ID:FDQSc+RB0HAPPY,なんて醜い争いだ  ここは人間性の墓場なのか,2018/11/20 6:28:06
735,ID:odLyLzvUdHAPPY,スルースキルも枯れ果ててるから,2018/11/20 6:40:46
736,ID:MThPybaL0HAPPY,未更新60日程度で騒ぐなんてまだまだそす,2018/11/20 6:59:52
737,ID:kU8C9VHA0HAPPY,ちんちん,2018/11/20 7:07:04
738,ID:XrRlRWUW0HAPPY,レグのおちんちん,2018/11/20 7:20:34
739,ID:p+IMtieP0HAPPY,安易に富樫の名前を出してるのがいかにもにわかっぽくていいね,2018/11/20 7:35:26
740,ID:97f6p9300HAPPY,ちんちんってなに？,2018/11/20 7:40:15
741,ID:V5pIjuli0HAPPY,作者が存命の時点でファンは幸せ,2018/11/20 7:41:08
742,ID:OpC+zZf9aHAPPY,娘が病気で更新きたら手術受けるって言ってるんです！  だからどうか更新きてください！,2018/11/20 7:58:24
743,ID:3wdnhKucdHAPPY,ミーティとプルシュカでおっぱい戦争はじめよう,2018/11/20 8:19:18
744,ID:p+IMtieP0HAPPY,そう言えばつくし卿って最近配信してたの？,2018/11/20 8:30:24
745,ID:jLOiyGDV0HAPPY,ミーティのおめめぐりぐりしたい,2018/11/20 8:33:32
746,ID:u+tWd+5h0HAPPY,>>745  先週4回くらい,2018/11/20 8:44:01
747,ID:3u6j9n330HAPPY,配信もいいけどファプタを描いてほしい…  美味しいもの食べてだらしない顔したナナチも見たい,2018/11/20 8:59:46
748,ID:p+IMtieP0HAPPY,>>747  thx　結構やってたんだね,2018/11/20 9:02:10
749,ID:bOE/Jw+npHAPPY,更新！,2018/11/20 9:16:36
750,ID:2QiSxwWJ0HAPPY,呼び込みみたいに立て続けで前後編なら嬉しい,2018/11/20 9:23:12
751,ID:5hW1YHdqrHAPPY,48話きてるじゃん！,2018/11/20 9:24:07
752,ID:u+tWd+5h0HAPPY,マジかよ読みふけるは,2018/11/20 9:32:22
753,ID:5hW1YHdqrHAPPY,暇潰しに過去ログの穴に降りていったら50層でも６層の話してる‥,2018/11/20 9:47:23
754,ID:p+IMtieP0HAPPY,んなぁ・・・,2018/11/20 10:01:13
755,ID:lIY+RMti0HAPPY,あなおい  更新日だってのにお通夜みたいじゃないか  あなおい,2018/11/20 10:17:59
756,ID:HC2amw6k0HAPPY,この時間にチクワが出勤して来てない時点で今日は更新ないだろ  仕事しろよチクワ,2018/11/20 10:31:23
757,ID:99u2/Q0TrHAPPY,あぁ…更新きてますよ…,2018/11/20 11:03:29
758,ID:p+IMtieP0HAPPY,〃∩　∧__∧  ⊂⌒ (　・ω・)　　あー更新きた更新  　 ｀ヽ_つ　 ,.ﾍ_ﾍ  　　　　　　(　　　)  　　　　　　　u,__っ） ))))   　　　〃∩　∧__∧  　　　⊂⌒ (・ω・　)　　あー。更新いっちゃう更新  　 .ﾍ_ﾍ, ｀ヽ_つ_～つ  　(　　　)  　u,__っ） ))))),2018/11/20 11:33:12
759,ID:Sd4pgXsR0HAPPY,来てます来てます,2018/11/20 11:34:18
760,ID:7imp/sM90HAPPY,ハンドパワーです,2018/11/20 11:35:07
761,ID:GYKhJ84r0HAPPY,48話のえろ子可愛い,2018/11/20 11:51:03
762,ID:/UIqOfk5MHAPPY,んなぁ～もういついつに更新するよって決めてくれよぉ  広告掲載してるからってアクセスだけ稼ぐ客寄せパンダはやめてくれぇ,2018/11/20 12:02:57
763,ID:3u6j9n330HAPPY,＃05が追加されたわけじゃないしまだあきらめなくていいよね…,2018/11/20 12:05:12
764,ID:9Co3nDGtdHAPPY,最も効果的な更新は劇場版公開前だろうな…,2018/11/20 12:06:32
765,ID:psQYEIlSMHAPPY,アニメ2期制作決定したらつくしも本気出さざるを得なくなるからみんなブランケット持って映画見に行こう（提案）,2018/11/20 12:08:38
766,ID:8d2ivVLJaHAPPY,最新話見てきたけど一ページ目で星の羅針盤でてきたときはビックリしたわ  リコさんある意味星の羅針盤の性能見抜いていたんだな、これからガンジャ隊の過去編始まるの楽しみ,2018/11/20 12:17:40
767,ID:cQJSTZJDpHAPPY,このスレの勢いがあるところに、更新はある,2018/11/20 12:24:56
768,ID:7MOzTMfSaHAPPY,お前は何週間前からやって来たんだ,2018/11/20 12:25:15
769,ID:uQxkaC/10HAPPY,俺たちが更新をつくるだ…へへ…,2018/11/20 12:29:33
770,ID:/UIqOfk5MHAPPY,>>765  不吉なこと言うねw,2018/11/20 12:32:46
771,ID:9OIhQ9dBaHAPPY,まあああああああああああああああああああああああああああああ！！！！！！！！！！！（ﾌﾞﾘﾌﾞﾘﾌﾞﾘﾌﾞﾘｭﾘｭﾘｭﾘｭﾘｭﾘｭ！！！！！！ﾌﾞﾂﾁﾁﾌﾞﾌﾞﾌﾞﾁﾁﾁﾁﾌﾞﾘﾘｲﾘﾌﾞﾌﾞﾌﾞﾌﾞｩｩｩｩｯｯ！！！！！！！ ）,2018/11/20 12:35:24
772,ID:jLOiyGDV0HAPPY,まああさんのおしりがさらに汚く...,2018/11/20 12:36:49
773,ID:zUin6DB8aHAPPY,メイドインアビスをご贔屓いただきまして、ありがとうございます  現在、第49話の更新作業を行っておりますが、  システムトラブルに見舞われまして、現在滞っております。  早くて本日18時、遅くても明日12月21日までには  完了いたしますので、引き続きお待ちいただきますよう  お願い申し上げます   これからもメイドインアビスにどうぞご期待ください,2018/11/20 12:38:05
774,ID:9E7KLDsCaHAPPY,最新話は特級遺物だからね  滅多に地上には上がらないよ,2018/11/20 12:40:05
775,ID:9ChYiR6v0HAPPY,この更新の無さは富樫もびっくりだな,2018/11/20 12:43:52
776,ID:lwWh+Hb1dHAPPY,>>774  信じて…いいのか？,2018/11/20 12:48:18
777,ID:V4ve8z32pHAPPY,文字ばっかり＆ラフ絵でうpの富樫から見ると  つくし卿の書き込みは確かにビックリだろうな,2018/11/20 12:49:24
778,ID:jLOiyGDV0HAPPY,詫び価値ちょうだい,2018/11/20 12:49:51
779,ID:Bii55n33aHAPPY,まだたったの２ヶ月そす  月マガ時空で長期休載負荷に鍛えられたワチは耐えられるけど若い成れ果てには負荷すごいだろうな,2018/11/20 12:54:07
780,ID:cP/Viw+tdHAPPY,詫びパパ棒,2018/11/20 12:54:46
781,ID:9ChYiR6v0HAPPY,腕と耳引きちぎったファプタちゃんがどうなったのか早く知りたい,2018/11/20 12:58:36
782,ID:QpIiuKtoaHAPPY,明日が12月21日だと,2018/11/20 12:58:54
783,ID:HAHT6wx4pHAPPY,今日更新来ますよね！？ねえ！！！,2018/11/20 13:13:36
784,ID:LNSgwSYsaHAPPY,んなぁばかなぁ,2018/11/20 13:14:51
785,ID:NQibQj5GdHAPPY,富樫信者富樫アンチはどこにでも湧くな,2018/11/20 13:30:42
786,ID:jLOiyGDV0HAPPY,ナナチ   ナナチ   ナナチンコ！,2018/11/20 13:33:12
787,ID:juSvdUnS0HAPPY,こんなに時間を与えられてはベラフもナナチの口から入って大腸のヒダの数まで数え終わったことだろうよ,2018/11/20 13:47:10
788,ID:42kebV4hdHAPPY,来年に踏み入る準備は整いました,2018/11/20 14:23:03
789,ID:uQxkaC/10HAPPY,>>774  12月21日…？？？？（？？？）,2018/11/20 14:25:44
790,ID:sRCVKokw0HAPPY,苦しみ,2018/11/20 14:30:15
791,ID:3u6j9n330HAPPY,成れ果てる準備も整ってしまうよ～,2018/11/20 14:31:14
792,ID:sgkwlh5CdHAPPY,私は見られなかった  逃げてきた…,2018/11/20 14:43:58
793,ID:by59SFGu0HAPPY,つくし卿……更新どうしたの？,2018/11/20 14:53:35
794,ID:FDQSc+RB0HAPPY,モクリマーケットデザインで時間取られたのだ,2018/11/20 15:00:58
795,ID:XZ0xfjjJ0HAPPY,デルタルーンやってるんじゃねえか...  俺もやったけど,2018/11/20 15:21:15
796,ID:3RGjioEIaHAPPY,>>774  12月21日にまた来るわ,2018/11/20 16:11:10
797,ID:HC2amw6k0HAPPY,>>774  ダウト  当日になって更新作業とか朝日新聞電子版しかやらないよ,2018/11/20 16:52:40
798,ID:ftJ4DOw00HAPPY,>>774  時空がゆがんでるぞ,2018/11/20 16:53:26
799,ID:pOpPulnn0HAPPY,つくしァ！更新日にヨレてんじゃねーぞ！,2018/11/20 16:56:18
800,ID:7IS6SWQEaHAPPY,やはり更新日が近づくとスレ内の力場が濃くなりますね。なんとかしたいですね,2018/11/20 18:04:17
801,ID:QChSIMU0MHAPPY,つくし卿にVRを教えたヤツは誰だよ,2018/11/20 18:07:46
802,ID:Y8vkjVmfdHAPPY,更新日はとっくに過ぎましたよ,2018/11/20 18:07:56
803,ID:psQYEIlSMHAPPY,つくしのモザイクなしお絵描き生放送みてぇなぁ……,2018/11/20 18:14:46
804,ID:0WcifMnw0HAPPY,更新まあああああああああああああああああああ！？,2018/11/20 18:22:28
805,ID:7suWByJ/0HAPPY,まーだ時間かかりそうですかね,2018/11/20 18:39:30
806,ID:QIbjEuQgMHAPPY,まあっ　   　  　　　まあっ   　　あっ…      まあああああああああああああああああ！！！！！,2018/11/20 19:01:57
807,ID:bOE/Jw+npHAPPY,マアアアアアアアアアアアアアア&#128557;,2018/11/20 19:08:57
808,ID:bXMbhAcuaHAPPY,更新負荷で成れ果てた探掘家多すぎ,2018/11/20 19:21:14
809,ID:LggzRiVQ0HAPPY,@tukushiA  フォロー中 @tukushiAさんをフォローしています  その他  新作カットはあれだ！言えないやつだ！劇場版観にいこうぜ！   @tukushiA  フォロー中 @tukushiAさんをフォローしています  その他  あとあれ。脱稿して次のに取り掛かってるので年末までに二本出るよ。またせてごめんね。 👀Rock54: Caution(BBR-MD5:1341adc37120578f18dba9451e6c8c3b),2018/11/20 19:31:05
810,ID:v/90iERu0HAPPY,今年中に２回更新あるってよ,2018/11/20 19:34:13
811,ID:GnOyOkvn0HAPPY,まあリコビは出るだろうな,2018/11/20 19:34:43
812,ID:u+tWd+5h0HAPPY,Vチューバーのキャラデザ二本？,2018/11/20 19:35:07
813,ID:NOQiZArn0HAPPY,年末までに二本嬉しい,2018/11/20 19:38:10
814,ID:juSvdUnS0HAPPY,1ヶ月で2本更新なんて快楽を成れ果て共に味わわせようってのか…その後大変じゃないか,2018/11/20 19:41:43
815,ID:9E7KLDsCaHAPPY,脱肛して二本も入れられるのか...,2018/11/20 19:47:34
816,ID:98EKy+N0dHAPPY,順調ならば30日と年末に来そうだな  楽しみすぎる,2018/11/20 19:48:36
817,ID:h6xpN/LBKHAPPY,つくし棒があと２本も…？,2018/11/20 19:51:15
818,ID:p+IMtieP0HAPPY,2本も入らないよぉ･･･,2018/11/20 19:51:44
819,ID:4IOSKWD+aHAPPY,挿入中に命を落とす探窟家は多いと聞く,2018/11/20 19:54:31
820,ID:G9b7Xxe5pHAPPY,(チョロいなー),2018/11/20 19:55:48
821,ID:EWbe2gAdaHAPPY,何の話してんだ成れ果てども,2018/11/20 19:58:21
822,ID:cW0lNAaf0HAPPY,映画版1部はオーゼンマルルクとお別れまでか  初見でも2部まで見る気にはなれそう,2018/11/20 19:58:45
823,ID:0WcifMnw0HAPPY,んなぁんなぁんなぁんなぁ～！？,2018/11/20 20:00:02
824,ID:hMpqiY3t0HAPPY,つくし卿が無事そうでよかった,2018/11/20 20:05:46
825,ID:psQYEIlSMHAPPY,なんだ年内に2本出るのかじゃあいいや^^,2018/11/20 20:08:02
826,ID:psQYEIlSMHAPPY,貯めてるのか、それともこれから本気を出すのか……,2018/11/20 20:09:38
827,ID:jLOiyGDV0HAPPY,んなぁ！今年中更新じゃん！,2018/11/20 20:10:54
828,ID:9ChYiR6v0HAPPY,おいぃぃ  結局今日来ないのかよ  ふざけんな,2018/11/20 20:14:46
829,ID:LpCLyP0w0HAPPY,つくし卿も更新遅いの気にしてたか,2018/11/20 20:15:06
830,ID:yQLB8dsaaHAPPY,アニメ絵は顔が下膨れすぎて苦手,2018/11/20 20:21:52
831,ID:FDQSc+RB0HAPPY,貯めてから出した方が気持ちいいのですよ,2018/11/20 20:22:59
832,ID:7mPfbXrD0HAPPY,更新無いけど希望が出てきた  まぢにうれしい,2018/11/20 20:23:48
833,ID:3u6j9n330HAPPY,30日にヴエコ回想編を片付けて年末にファプタ＆レグ大暴れって事なら耐えられる  とはいえ誕生日に死ぬ病の謎やらナナチの件が残っているしまだまだ先に進めないね,2018/11/20 20:34:50
834,ID:9ChYiR6v0HAPPY,そろそろドコカやってほしいな  可愛いシギー君とキユイ君が見たい,2018/11/20 20:37:33
835,ID:IpmbxATcaHAPPY,色々と情報飛び交ってるけどソースは何処なの,2018/11/20 20:43:35
836,ID:3AE+SfUT0HAPPY,はいソース   つ(ソース),2018/11/20 20:45:48
837,ID:bXMbhAcuaHAPPY,すまんが目玉焼きにはソースより醤油なんだ,2018/11/20 20:47:20
838,ID:SfOBIHbQdHAPPY,ソースはイカリ,2018/11/20 20:47:27
839,ID:0WcifMnw0HAPPY,ゆで卵にマヨネーズ(ﾟдﾟ)ｳﾏｰ,2018/11/20 20:48:19
840,ID:3u6j9n330HAPPY,つくし卿のツイートにあるので、年末までに二本…って情報は信じても良さそう  あと10日か…,2018/11/20 20:52:21
841,ID:3AE+SfUT0HAPPY,二本ってボリュームもチキンとあって二本だよね？,2018/11/20 20:58:18
842,ID:FDQSc+RB0HAPPY,というか今日の時点で脱稿終わってたなら後は編集側の問題じゃん  竹書房ァ！,2018/11/20 21:01:16
843,ID:/DcEjSmg0HAPPY,醤油はソイソースです  でもマヨネーズはソースとは認めない   今のうちに #48 を再読してテンションあげておこう,2018/11/20 21:11:33
844,ID:u+tWd+5h0HAPPY,エロ子のせいでムクムクしてきた,2018/11/20 21:13:33
845,ID:0mosTSPEdHAPPY,年内二本ｳﾚｼｲ…ｳﾚｼｲ…,2018/11/20 21:16:34
846,ID:XrRlRWUW0HAPPY,Twitterで言ってるぞ,2018/11/20 21:22:03
847,ID:XrRlRWUW0HAPPY,レグとプルシュカが魅力的過ぎてエロ子程度では反応しなくなったわ,2018/11/20 21:25:11
848,ID:ebWqJqhWaHAPPY,>>843  竹書房だから仕方ない,2018/11/20 21:26:00
849,ID:NIfohgjSdHAPPY,ヴエコも良い  本当につくし卿のキャラクターは甲乙つけがたくどれも良い,2018/11/20 21:30:40
850,ID:q/3EmJId0HAPPY,オースから離れることのできたナナチが結婚して子供生んで成長して  その子供にアビスへ行くと言われて過去の記憶に刺激が走ったナナチの妄想してた,2018/11/20 21:44:45
851,ID:9qPM8Fbk0HAPPY,人間界ナナチは男の子なんだが？  なにか勘違いをしていないかい？,2018/11/20 22:12:20
852,ID:bVPZyoVn0HAPPY,まあああ(ﾁｬﾊﾟﾊﾟﾊﾟﾊﾟ  これすき,2018/11/20 22:19:29
853,ID:uQxkaC/10HAPPY,まあああああああああああああああああああああああああァァァ！！！！,2018/11/20 22:52:03
854,ID:aYIF9GcE0HAPPY,漫画の４巻の表紙と5巻の表紙のプルシュカの目の色が違うのと、漫画4巻の結末からの推測で  「5巻ではプルシュカは改造されてハイパープルシュカになってしまうのだろうか？」みたいなこと考えながら5巻読んだら全然違って泣いた,2018/11/20 22:53:50
